0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
3,Bacteroides_fragilis_YCH46
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
2,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
2,Alistipes_finegoldii_DSM_17242
2,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
3,Odoribacter_splanchnicus_DSM_20712
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
2,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
1,Faecalibacterium_prausnitzii_SL3/3
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
2,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
1,Faecalibacterium_prausnitzii_SL3/3
0,Alistipes_finegoldii_DSM_17242
2,Alistipes_finegoldii_DSM_17242
1,Faecalibacterium_prausnitzii_SL3/3
0,Alistipes_finegoldii_DSM_17242
1,Faecalibacterium_prausnitzii_SL3/3
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
1,Faecalibacterium_prausnitzii_SL3/3
0,Alistipes_finegoldii_DSM_17242
2,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
1,Faecalibacterium_prausnitzii_SL3/3
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
1,Faecalibacterium_prausnitzii_SL3/3
1,Faecalibacterium_prausnitzii_SL3/3
0,Alistipes_finegoldii_DSM_17242
0,Alistipes_finegoldii_DSM_17242
3,Bacteroides_fragilis_YCH46
